ball_event_id,innings_id,over_number,ball_number,striker_id,batter_name,bowler_id,runs_off_bat,extras,phase,current_run_rate,required_run_rate,pressure_index,expected_runs,expected_wicket_probability,shot_risk_score,batter_control_score,target_is_wicket,shot_type,shot_zone,ball_impact_score,batting_form_index,innings_batting_form_index
596,5,17,6,58,Hriday Vohra,12,0,0,death,10.11,0.0,0.355,1.467,0.044,0.574,0.622,0,on_drive,mid_on_area,0.46908000000000005,0.5696180669375,0.5696180669375
597,5,18,1,46,Anay Gupta,14,0,0,death,10.02,0.0,0.358,1.249,0.065,0.625,0.476,0,cover_drive,third_point,0.39908,0.5032576938074159,0.5032576938074159
599,5,18,2,46,Anay Gupta,14,4,0,death,10.2,0.0,0.361,1.248,0.065,0.777,0.453,0,glance,cover_point_inside,0.6592250000000001,0.5266527897363036,0.5266527897363036
600,5,18,3,46,Anay Gupta,14,0,0,death,10.11,0.0,0.364,1.247,0.065,0.628,0.477,0,upper_cut,deep_cover,0.39932500000000004,0.507553621275858,0.507553621275858
601,5,18,4,46,Anay Gupta,14,1,0,death,10.07,0.0,0.367,1.246,0.065,0.629,0.488,0,upper_cut,short_leg,0.51676,0.5089345780844793,0.5089345780844793
602,5,18,5,58,Hriday Vohra,14,0,0,death,9.98,0.0,0.369,1.166,0.073,0.58,0.386,0,flick,deep_square_leg,0.36128000000000005,0.538367356896875,0.538367356896875
603,5,18,6,58,Hriday Vohra,14,4,0,death,10.11,0.0,0.372,1.164,0.073,0.732,0.413,0,slog,straight_inside,0.644175,0.5542385033623438,0.5542385033623438
604,5,19,1,46,Anay Gupta,9,1,0,death,10.07,0.0,0.375,1.242,0.066,0.633,0.513,0,scoop,silly_mid_on,0.527855,0.5117726413718073,0.5117726413718073
605,5,19,2,58,Hriday Vohra,9,1,0,death,10.03,0.0,0.378,1.162,0.074,0.584,0.433,0,clip,third_point,0.494885,0.5453354778579922,0.5453354778579922
606,5,19,3,46,Anay Gupta,9,6,0,death,10.26,0.0,0.381,1.24,0.066,0.786,0.48,0,pull,third_point,0.70838,0.5412637451660363,0.5412637451660363
607,5,19,4,46,Anay Gupta,9,4,0,death,10.37,0.0,0.384,1.238,0.066,0.787,0.397,0,cut,point_inside,0.6330450000000001,0.5550309333911309,0.5550309333911309
608,5,19,5,46,Anay Gupta,9,1,0,death,10.34,0.0,0.386,1.238,0.066,0.638,0.424,0,ramp,long_off,0.48700999999999994,0.5448277933824612,0.5448277933824612
609,5,19,6,58,Hriday Vohra,9,1,0,death,10.3,0.0,0.389,1.157,0.074,0.589,0.482,0,clip,mid_off,0.51683,0.5410596561792934,0.5410596561792934
610,6,0,1,15,Manan Gaur,55,4,0,powerplay,24.0,10.24,0.296,1.449,0.041,0.833,0.59,0,reverse_sweep,mid_on_area,0.71764,0.5301722189197541,0.532646
611,6,0,2,15,Manan Gaur,55,1,0,powerplay,15.0,10.27,0.295,1.449,0.041,0.683,0.484,0,reverse_sweep,mid_off,0.5111600000000001,0.527320386081791,0.5294231
612,6,0,3,1,Aarav Sharma,55,0,1,powerplay,12.0,10.31,0.299,1.355,0.044,0.606,0.589,0,reverse_sweep,long_off,0.45182500000000003,0.5381001719734839,0.49277375
613,6,0,4,15,Manan Gaur,55,0,0,powerplay,9.0,10.4,0.303,1.446,0.042,0.686,0.593,0,cut,silly_mid_on,0.4480449999999999,0.5154290781695223,0.517216385
614,6,0,5,15,Manan Gaur,55,4,0,powerplay,12.0,10.28,0.308,1.444,0.042,0.839,0.586,0,straight_drive,silly_mid_wicket,0.7153999999999999,0.545424716444094,0.54694392725
615,6,0,6,15,Manan Gaur,55,0,0,powerplay,10.0,10.37,0.308,1.444,0.042,0.689,0.513,0,drive,silly_point,0.411435,0.5253262589774799,0.5266175881624999
616,6,1,1,1,Aarav Sharma,59,0,0,powerplay,8.57,10.46,0.313,1.369,0.043,0.612,0.562,0,glance,short_leg,0.43912000000000007,0.5232531461774613,0.48472568750000006
618,6,1,2,1,Aarav Sharma,59,0,0,powerplay,8.25,10.5,0.317,1.367,0.043,0.614,0.561,0,lofted_drive,cover_inside,0.43852500000000005,0.5105439242508422,0.477795584375
619,6,1,3,1,Aarav Sharma,59,2,0,powerplay,8.67,10.49,0.323,1.364,0.043,0.617,0.477,0,lofted,silly_point,0.568845,0.5192890856132159,0.49145299671875003
620,6,1,4,1,Aarav Sharma,59,0,0,powerplay,7.8,10.58,0.325,1.364,0.044,0.618,0.592,0,sweep,long_off,0.45235000000000003,0.5092482227712335,0.48558754721093755
621,6,1,5,1,Aarav Sharma,59,4,0,powerplay,9.27,10.46,0.331,1.361,0.044,0.77,0.49,0,flick,mid_on_area,0.6765500000000001,0.5343434893555485,0.5142319151292969
623,6,1,6,1,Aarav Sharma,59,1,0,powerplay,9.5,10.44,0.328,1.362,0.044,0.619,0.484,0,square_cut,mid_on_area,0.51564,0.5315379659522163,0.5144431278599023
624,6,2,1,1,Aarav Sharma,54,1,0,powerplay,9.23,10.49,0.332,1.37,0.043,0.621,0.577,0,late_cut,short_leg,0.5578150000000001,0.5354795210593838,0.520948908680917
626,6,2,2,15,Manan Gaur,54,0,0,powerplay,11.57,10.19,0.325,1.465,0.04,0.696,0.541,0,lofted_drive,cover_inside,0.4236850000000001,0.5100800701308579,0.5111776999381249
627,6,2,3,15,Manan Gaur,54,1,0,powerplay,11.2,10.23,0.331,1.463,0.04,0.699,0.54,0,upper_cut,long_off,0.53552,0.5138960596112292,0.5148290449474062
628,6,2,4,1,Aarav Sharma,54,2,0,powerplay,11.25,10.21,0.335,1.369,0.043,0.622,0.499,0,flick,long_off,0.5785049999999999,0.5419333429004762,0.5295823223787794
629,6,2,5,1,Aarav Sharma,54,0,1,powerplay,10.94,10.25,0.337,1.368,0.043,0.623,0.475,0,straight_drive,long_off,0.39876500000000004,0.5204580914654048,0.5099597240219625
630,6,2,6,15,Manan Gaur,54,1,0,powerplay,10.67,10.29,0.341,1.459,0.041,0.703,0.592,0,cover_drive,mid_on_inside,0.5589000000000001,0.5206466506695449,0.5214396882052953
631,6,3,1,15,Manan Gaur,53,1,0,powerplay,10.42,10.34,0.345,1.457,0.041,0.705,0.534,0,upper_cut,short_leg,0.53237,0.5224051530691131,0.5230792349745009
632,6,3,2,1,Aarav Sharma,53,1,0,powerplay,10.2,10.38,0.349,1.363,0.044,0.628,0.499,0,late_cut,third_point,0.521835,0.5206646277455941,0.5117410154186681
633,6,3,3,15,Manan Gaur,53,6,0,powerplay,11.43,10.12,0.353,1.454,0.041,0.859,0.585,0,clip,square_leg_inside,0.751045,0.5567011301087461,0.5572740997283258
634,6,3,4,15,Manan Gaur,53,0,1,powerplay,11.18,10.16,0.349,1.455,0.041,0.707,0.53,1,reverse_sweep,mid_off,0.11126849999999998,0.48988623559243416,0.49037325976907686
636,6,3,5,6,Devansh Kulkarni,53,1,0,powerplay,11.48,10.08,0.375,1.509,0.049,0.833,0.472,0,square_cut,silly_mid_wicket,0.4952,0.5812310537500134,0.49928
637,6,3,6,1,Aarav Sharma,53,0,0,powerplay,11.0,10.19,0.379,1.35,0.045,0.642,0.598,0,pull,cover_inside,0.4534,0.5105749335837549,0.5029898631058679
638,6,4,1,6,Devansh Kulkarni,52,0,0,powerplay,10.56,10.29,0.385,1.514,0.048,0.838,0.473,0,upper_cut,fine_leg,0.38280500000000006,0.5514671456875113,0.48180875
639,6,4,2,6,Devansh Kulkarni,52,1,0,powerplay,10.38,10.34,0.391,1.512,0.048,0.84,0.554,0,paddle_sweep,mid_on_inside,0.53202,0.5485500738343847,0.4893404375
640,6,4,3,1,Aarav Sharma,52,4,0,powerplay,10.89,10.19,0.395,1.353,0.045,0.799,0.568,0,clip,square_leg_inside,0.71001,0.5404901935461917,0.5340428836399878
641,6,4,4,1,Aarav Sharma,52,1,0,powerplay,10.71,10.24,0.394,1.354,0.045,0.649,0.48,0,flick,silly_mid_on,0.51172,0.5361746645142629,0.5306944510939896
642,6,4,5,6,Devansh Kulkarni,52,6,0,powerplay,11.59,9.96,0.398,1.509,0.049,0.993,0.511,0,flick,long_off,0.7079949999999999,0.572466812759227,0.522138621875
643,6,4,6,6,Devansh Kulkarni,52,2,0,powerplay,11.6,9.93,0.393,1.511,0.048,0.841,0.606,0,late_cut,mid_on_area,0.61186,0.578375790845343,0.53559682859375
644,6,5,1,1,Aarav Sharma,57,0,0,powerplay,11.23,10.04,0.395,1.525,0.029,0.649,0.552,0,pull,long_off,0.43198000000000003,0.5205454648371235,0.5158872834298912
645,6,5,2,1,Aarav Sharma,57,6,0,powerplay,12.0,9.75,0.401,1.522,0.029,0.802,0.56,0,paddle_sweep,fine_leg,0.74366,0.554012645111555,0.5500531909154075
646,6,5,3,1,Aarav Sharma,57,1,0,powerplay,11.82,9.79,0.395,1.525,0.029,0.649,0.665,0,pull,long_on,0.5958950000000001,0.5602949983448218,0.5569294622780964
647,6,5,4,6,Devansh Kulkarni,57,0,0,powerplay,11.47,9.91,0.399,1.68,0.032,0.844,0.565,0,lofted,mid_on_inside,0.424245,0.5552561722185415,0.5188940543046875
648,6,5,5,6,Devansh Kulkarni,57,2,0,powerplay,11.49,9.88,0.405,1.677,0.033,0.847,0.672,0,cut,silly_point,0.64147,0.5681882463857603,0.5372804461589844
649,6,5,6,6,Devansh Kulkarni,57,1,0,powerplay,11.33,9.93,0.407,1.677,0.033,0.847,0.648,0,scoop,mid_on_inside,0.5743,0.5691050094278962,0.5428333792351367
650,6,6,1,6,Devansh Kulkarni,55,4,0,middle,11.68,9.76,0.412,1.465,0.053,1.0,0.496,0,upper_cut,straight_inside,0.66318,0.5832162580137118,0.5608853723498662
651,6,6,2,6,Devansh Kulkarni,55,0,0,middle,11.37,9.88,0.41,1.466,0.053,0.849,0.505,0,slog,silly_mid_wicket,0.39659500000000003,0.555223069311655,0.5362418164973863
652,6,6,3,6,Devansh Kulkarni,55,0,0,middle,11.08,10.0,0.416,1.463,0.053,0.851,0.61,0,upper_cut,deep_square_leg,0.44423,0.5385741089149068,0.5224400440227784
653,6,6,4,6,Devansh Kulkarni,55,1,0,middle,10.95,10.05,0.422,1.461,0.053,0.854,0.597,0,lofted,long_off,0.550605,0.5403787425776707,0.5266647874193616
654,6,6,5,1,Aarav Sharma,55,3,0,middle,11.12,9.95,0.426,1.302,0.05,0.663,0.622,0,reverse_sweep,fine_leg_inside,0.6690999999999999,0.5766157485930985,0.5737550429363819
655,6,6,6,6,Devansh Kulkarni,55,0,0,middle,10.86,10.08,0.426,1.459,0.054,0.856,0.501,0,slog,square_leg_inside,0.394285,0.5184646811910201,0.5068078193064574
656,6,7,1,1,Aarav Sharma,59,0,0,middle,10.6,10.21,0.433,1.318,0.048,0.666,0.565,0,straight_drive,deep_square_leg,0.436705,0.5556291363041337,0.5531975364959246
657,6,7,2,1,Aarav Sharma,59,4,0,middle,10.91,10.03,0.44,1.315,0.049,0.819,0.62,0,square_cut,silly_point,0.73227,0.5821252658585137,0.5800584060215359
658,6,7,3,1,Aarav Sharma,59,0,0,middle,10.67,10.16,0.437,1.316,0.049,0.668,0.562,0,paddle_sweep,short_leg,0.43520000000000003,0.5600864759797366,0.5583296451183055
659,6,7,4,1,Aarav Sharma,59,4,0,middle,10.96,9.97,0.444,1.314,0.049,0.821,0.501,0,on_drive,silly_point,0.677985,0.5777712545827761,0.5762779483505597
660,6,7,5,1,Aarav Sharma,59,4,0,middle,11.23,9.78,0.441,1.315,0.049,0.82,0.629,0,paddle_sweep,silly_mid_on,0.7362949999999999,0.6015498163953596,0.6002805060979757
661,6,7,6,1,Aarav Sharma,59,0,0,middle,11.0,9.92,0.439,1.316,0.049,0.669,0.481,0,straight_drive,deep_extra_cover,0.39827500000000005,0.5710585939360556,0.5699796801832793
662,6,8,1,6,Devansh Kulkarni,54,2,0,middle,11.02,9.89,0.445,1.48,0.052,0.865,0.515,0,clip,silly_mid_on,0.568775,0.5260112290123671,0.5161028964104888
663,6,8,2,6,Devansh Kulkarni,54,1,0,middle,10.92,9.94,0.447,1.479,0.052,0.865,0.47,0,cover_drive,deep_extra_cover,0.49205,0.520917044660512,0.5124949619489154
664,6,8,3,1,Aarav Sharma,54,1,0,middle,10.82,10.0,0.452,1.32,0.048,0.675,0.513,0,square_cut,cover_inside,0.524915,0.5641370548456472,0.5632199781557874
665,6,8,4,6,Devansh Kulkarni,54,1,0,middle,10.73,10.06,0.456,1.475,0.052,0.869,0.495,0,on_drive,square_leg_inside,0.5031450000000001,0.5182512379614352,0.5110924676565781
666,6,8,5,1,Aarav Sharma,54,0,0,middle,10.53,10.21,0.461,1.316,0.049,0.679,0.612,1,straight_drive,silly_mid_on,0.12501299999999999,0.49826844661880015,0.4974889314324193
667,6,8,6,13,Krish Vyas,54,0,0,middle,10.33,10.36,0.494,1.262,0.054,0.715,0.581,0,reverse_sweep,silly_point,0.44055500000000003,0.4932617716719272,0.49108324999999997
668,6,9,1,6,Devansh Kulkarni,53,3,0,middle,10.47,10.25,0.501,1.456,0.054,0.89,0.538,0,square_cut,long_on,0.61499,0.53276205226722,0.5266770975080914
669,6,9,2,13,Krish Vyas,53,0,0,middle,10.29,10.41,0.501,1.259,0.054,0.718,0.501,0,straight_drive,cover_inside,0.403945,0.4798642559211381,0.4780125125
671,6,9,3,6,Devansh Kulkarni,53,1,0,middle,10.42,10.29,0.503,1.455,0.054,0.891,0.52,0,cut,deep_extra_cover,0.51298,0.5297947444271369,0.5246225328818778
672,6,9,4,13,Krish Vyas,53,1,0,middle,10.34,10.35,0.508,1.256,0.054,0.721,0.511,0,slog,third_point,0.520785,0.48600236753296744,0.484428385625
673,6,9,5,6,Devansh Kulkarni,53,2,0,middle,10.37,10.33,0.512,1.452,0.055,0.895,0.552,0,on_drive,cover_point_inside,0.58351,0.5378520327630664,0.5334556529495961
674,6,9,6,6,Devansh Kulkarni,53,0,0,middle,10.2,10.5,0.514,1.451,0.055,0.896,0.476,0,drive,silly_mid_on,0.38010999999999995,0.5141907278486064,0.5104538050071566
675,6,10,1,13,Krish Vyas,52,0,0,middle,10.03,10.68,0.522,1.26,0.054,0.728,0.487,0,lofted_drive,long_on,0.396875,0.4726332624030223,0.47129537778124997
676,6,10,2,13,Krish Vyas,52,0,0,middle,9.87,10.86,0.53,1.256,0.054,0.731,0.464,0,cover_drive,silly_mid_on,0.3862,0.45966827304256896,0.45853107111406244
677,6,10,3,13,Krish Vyas,52,1,0,middle,9.81,10.95,0.538,1.253,0.055,0.735,0.433,0,glance,straight_inside,0.48431500000000005,0.46336528208618366,0.4623986604469531
678,6,10,4,6,Devansh Kulkarni,52,0,0,middle,9.66,11.14,0.543,1.448,0.055,0.909,0.471,0,clip,fine_leg,0.37692499999999995,0.4936008686713155,0.4904244842560831
679,6,10,5,6,Devansh Kulkarni,52,1,0,middle,9.6,11.24,0.552,1.444,0.056,0.913,0.594,0,sweep,straight_inside,0.54511,0.5013272383706181,0.49862731161767065
680,6,10,6,13,Krish Vyas,52,1,0,middle,9.55,11.33,0.557,1.245,0.055,0.744,0.497,0,defence,fine_leg,0.512805,0.47078123977325614,0.46995961137991016
681,6,11,1,13,Krish Vyas,57,1,0,middle,9.49,11.43,0.563,1.414,0.039,0.746,0.511,0,sweep,deep_extra_cover,0.519035,0.47801930380726776,0.47732091967292367
682,6,11,2,6,Devansh Kulkarni,57,4,0,middle,9.71,11.19,0.568,1.609,0.04,1.0,0.693,0,cut,deep_square_leg,0.752815,0.5390504026150253,0.5367554648750201
683,6,11,3,6,Devansh Kulkarni,57,1,0,middle,9.65,11.29,0.564,1.611,0.04,0.918,0.54,0,lofted,silly_mid_wicket,0.52019,0.5362213422227715,0.5342706451437671
684,6,11,4,13,Krish Vyas,57,4,0,middle,9.86,11.04,0.57,1.411,0.04,0.899,0.546,0,hook,deep_square_leg,0.6930000000000001,0.5102664082361776,0.5096727817219852
685,6,11,5,13,Krish Vyas,57,1,0,middle,9.8,11.14,0.566,1.413,0.039,0.748,0.582,0,cut,square_leg_inside,0.5511999999999999,0.516406447000751,0.5159018644636874
686,6,11,6,6,Devansh Kulkarni,57,0,0,middle,9.67,11.38,0.571,1.608,0.04,0.921,0.605,0,on_drive,cover_inside,0.43705499999999997,0.5213463908893557,0.519688298372202
687,6,12,1,13,Krish Vyas,55,1,0,middle,9.62,11.49,0.581,1.197,0.06,0.754,0.527,0,clip,short_leg,0.5257550000000001,0.5178087299506383,0.5173798347941343
688,6,12,2,6,Devansh Kulkarni,55,1,0,middle,9.57,11.61,0.587,1.391,0.061,0.928,0.456,0,hook,silly_mid_on,0.48127,0.5153349322559524,0.5139255536163717
689,6,12,3,13,Krish Vyas,55,0,0,middle,9.44,11.87,0.593,1.192,0.061,0.76,0.568,1,reverse_sweep,mid_on_inside,0.1160215,0.45754064545804257,0.4571760845750142
690,6,12,4,2,Vivaan Rao,55,1,0,middle,9.39,12.0,0.63,1.063,0.067,0.741,0.438,0,sweep,deep_extra_cover,0.48617,0.5101466299999999,0.4979255
691,6,12,5,6,Devansh Kulkarni,55,0,0,middle,9.27,12.28,0.636,1.371,0.063,0.95,0.507,0,slog,deep_cover,0.3904350000000001,0.49659994241755956,0.49540197057391594
692,6,12,6,6,Devansh Kulkarni,55,2,0,middle,9.31,12.29,0.647,1.366,0.063,0.955,0.581,0,hook,cover_point_inside,0.5925050000000001,0.5109857010549256,0.5099674249878285
693,6,13,1,2,Vivaan Rao,59,4,0,middle,9.49,12.0,0.65,1.073,0.066,0.9,0.366,0,square_cut,long_on,0.620525,0.5267033855,0.516315425
694,6,13,2,2,Vivaan Rao,59,1,0,middle,9.45,12.15,0.645,1.075,0.066,0.747,0.413,0,cover_drive,point_inside,0.474375,0.5188541276749999,0.5100243612500001
695,6,13,3,6,Devansh Kulkarni,59,0,0,middle,9.33,12.46,0.652,1.383,0.062,0.958,0.603,0,clip,deep_extra_cover,0.43920249999999994,0.5002182208966868,0.49935268623965423
696,6,13,4,6,Devansh Kulkarni,59,1,0,middle,9.29,12.63,0.664,1.378,0.062,0.963,0.591,0,square_cut,long_off,0.5480524999999999,0.5073933627621837,0.5066576583037061
698,6,13,5,2,Vivaan Rao,59,4,0,middle,9.54,12.16,0.667,1.066,0.067,0.907,0.424,0,defence,square_leg_inside,0.64686,0.53805500852375,0.5305497070625
699,6,13,6,2,Vivaan Rao,59,1,0,middle,9.5,12.33,0.661,1.069,0.066,0.755,0.485,0,sweep,short_leg,0.5135875,0.5343848822451875,0.528005376003125
700,6,14,1,2,Vivaan Rao,54,0,0,middle,9.39,12.69,0.668,1.075,0.066,0.758,0.495,0,paddle_sweep,cover_inside,0.4032525,0.5147150249084094,0.5092924446026562
701,6,14,2,2,Vivaan Rao,54,0,0,middle,9.28,13.06,0.681,1.07,0.066,0.764,0.372,0,cut,deep_square_leg,0.345945,0.48939952117214797,0.4847903279122578
702,6,14,3,2,Vivaan Rao,54,1,0,middle,9.24,13.27,0.695,1.064,0.067,0.77,0.426,1,sweep,cover_inside,0.13483749999999997,0.4362152179963258,0.43229740372541914
703,6,14,4,6,Devansh Kulkarni,54,0,0,middle,9.14,13.69,0.73,1.36,0.064,0.993,0.622,0,paddle_sweep,long_off,0.44554000000000005,0.4981153583478562,0.4974900095581502
704,6,14,5,6,Devansh Kulkarni,54,1,0,middle,9.1,13.94,0.744,1.354,0.065,0.999,0.61,0,straight_drive,mid_off,0.55432,0.5065460545956778,0.5060145081244277
705,6,14,6,12,Rohan Saxena,54,0,1,middle,9.07,14.2,0.754,0.986,0.076,0.789,0.463,0,flick,deep_cover,0.3862825000000001,0.48294237500000003,0.48294237500000003
706,6,15,1,12,Rohan Saxena,53,0,0,death,8.97,14.69,0.759,0.984,0.094,0.792,0.416,0,on_drive,mid_off,0.36433499999999996,0.46515126875,0.46515126875
707,6,15,2,12,Rohan Saxena,53,4,0,death,9.13,14.36,0.762,0.983,0.094,0.943,0.339,0,cover_drive,long_on,0.6050274999999999,0.48613270343750004,0.48613270343750004
708,6,15,3,12,Rohan Saxena,53,1,0,death,9.1,14.67,0.765,0.981,0.095,0.794,0.463,0,paddle_sweep,silly_mid_wicket,0.5006825,0.48831517292187504,0.48831517292187504
709,6,15,4,6,Devansh Kulkarni,53,1,0,death,9.06,15.0,0.768,1.344,0.084,1.0,0.469,0,sweep,mid_on_inside,0.4890375,0.5039197714063262,0.5034679569057635
710,6,15,5,12,Rohan Saxena,53,0,0,death,8.97,15.6,0.77,0.979,0.095,0.796,0.33,0,square_cut,long_off,0.32428,0.4637098969835938,0.4637098969835938
711,6,15,6,12,Rohan Saxena,53,2,0,death,9.0,15.75,0.773,0.978,0.095,0.798,0.344,0,flick,long_on,0.5027400000000001,0.4695644124360547,0.4695644124360547
712,6,16,1,6,Devansh Kulkarni,59,3,0,death,9.09,15.65,0.776,1.331,0.085,1.0,0.503,0,lofted_drive,deep_extra_cover,0.6003875,0.5183899306953772,0.518005888369899
713,6,16,2,12,Rohan Saxena,59,1,0,death,9.06,16.09,0.779,0.966,0.096,0.801,0.382,0,slog,mid_on_inside,0.46273,0.4685392505706465,0.4685392505706465
714,6,16,3,6,Devansh Kulkarni,59,1,0,death,9.03,16.57,0.782,1.329,0.086,1.0,0.557,0,sweep,mid_on_inside,0.5297375000000001,0.5200920660910706,0.5197656301144142
715,6,16,4,12,Rohan Saxena,59,1,0,death,9.0,17.1,0.785,0.963,0.096,0.803,0.313,0,paddle_sweep,point_inside,0.43067750000000005,0.4628599879850495,0.4628599879850495
716,6,16,5,6,Devansh Kulkarni,59,1,0,death,8.97,17.68,0.787,1.326,0.086,1.0,0.501,0,on_drive,cover_inside,0.5038375,0.5176538811774101,0.5173764105972521
717,6,16,6,12,Rohan Saxena,59,4,0,death,9.12,17.33,0.79,0.961,0.097,0.956,0.429,0,paddle_sweep,mid_on_inside,0.6457425,0.4902923647872921,0.4902923647872921
718,6,17,1,6,Devansh Kulkarni,57,0,2,death,9.15,17.65,0.793,1.514,0.068,1.0,0.595,0,defence,point_inside,0.43256249999999996,0.5048901740007986,0.5046543240076643
719,6,17,2,6,Devansh Kulkarni,57,1,0,death,9.12,18.38,0.796,1.513,0.068,1.0,0.614,0,drive,fine_leg_inside,0.5561,0.5125716479006788,0.5123711754065147
720,6,17,3,12,Rohan Saxena,57,1,0,death,9.09,19.2,0.799,1.148,0.079,0.81,0.449,0,reverse_sweep,deep_extra_cover,0.4930875,0.4907116350691983,0.4907116350691983
721,6,17,4,6,Devansh Kulkarni,57,4,0,death,9.23,18.86,0.802,1.511,0.068,1.0,0.659,0,ramp,point_inside,0.7490375,0.548041525715577,0.5478711240955374
722,6,17,5,6,Devansh Kulkarni,57,3,0,death,9.31,18.92,0.804,1.51,0.069,1.0,0.568,0,reverse_sweep,mid_on_inside,0.63045,0.5604027968582403,0.5602579554812068
723,6,17,6,12,Rohan Saxena,57,0,0,death,9.22,20.5,0.807,1.145,0.079,0.813,0.452,0,flick,silly_mid_wicket,0.37951500000000005,0.47403213980881853,0.47403213980881853
724,6,18,1,6,Devansh Kulkarni,57,4,0,death,9.36,20.18,0.81,1.507,0.069,1.0,0.689,0,slog,cover_point_inside,0.7629125,0.5907792523295043,0.5906561371590258
725,6,18,2,6,Devansh Kulkarni,57,0,0,death,9.27,22.2,0.813,1.506,0.069,1.0,0.695,0,on_drive,long_on,0.4788125,0.5739842394800787,0.5738795915851719
726,6,18,3,6,Devansh Kulkarni,57,4,0,death,9.41,22.0,0.816,1.505,0.069,1.0,0.598,0,late_cut,long_off,0.7208249999999999,0.5960103535580669,0.595921402847396
727,6,18,4,6,Devansh Kulkarni,57,0,0,death,9.32,24.75,0.819,1.504,0.069,1.0,0.636,0,ramp,long_off,0.45152500000000007,0.5743375505243569,0.5742619424202866
728,6,18,5,6,Devansh Kulkarni,57,0,0,death,9.24,28.29,0.821,1.503,0.069,1.0,0.65,0,pull,silly_mid_on,0.4580000000000001,0.5568869179457033,0.5568226510572436
729,6,18,6,6,Devansh Kulkarni,57,1,0,death,9.21,32.0,0.824,1.501,0.069,1.0,0.56,0,ramp,silly_mid_on,0.5311250000000001,0.5530226302538479,0.552968003398657
730,6,19,1,6,Devansh Kulkarni,52,4,0,death,9.34,33.6,0.827,1.329,0.086,1.0,0.57,0,ramp,fine_leg_inside,0.7078749999999999,0.5762504857157706,0.5762040528888585
731,6,19,2,6,Devansh Kulkarni,52,4,0,death,9.47,36.0,0.83,1.327,0.086,1.0,0.539,0,sweep,silly_point,0.6935375,0.593843537858405,0.5938040699555297
732,6,19,3,6,Devansh Kulkarni,52,2,0,death,9.49,44.0,0.833,1.326,0.086,1.0,0.607,0,upper_cut,long_off,0.6102375,0.5963026321796443,0.5962690844622003
733,6,19,4,6,Devansh Kulkarni,52,0,0,death,9.41,66.0,0.836,1.325,0.086,1.0,0.604,0,flick,short_leg,0.43672500000000003,0.5723659873526976,0.5723374717928702
734,6,19,5,6,Devansh Kulkarni,52,3,0,death,9.48,114.0,0.838,1.324,0.086,1.0,0.59,0,late_cut,deep_cover,0.640625,0.582604839249793,0.5825806010239397
735,6,19,6,12,Rohan Saxena,52,2,0,death,9.5,102.0,0.841,0.959,0.097,0.828,0.398,0,cut,mid_off,0.5256149999999999,0.4817695688374957,0.4817695688374957
736,7,0,1,27,Pranav Joshi,44,4,0,powerplay,24.0,0.0,0.0,1.483,0.036,0.686,0.435,0,straight_drive,short_leg,0.65239875,0.5195138345252313,0.5228598125
737,7,0,2,27,Pranav Joshi,44,2,0,powerplay,18.0,0.0,0.003,1.482,0.036,0.537,0.484,0,pull,fine_leg,0.573565,0.5276215093464466,0.530465590625
738,7,0,3,27,Pranav Joshi,44,1,0,powerplay,14.0,0.0,0.006,1.48,0.036,0.538,0.49,0,clip,long_off,0.5205150000000001,0.5265555329444795,0.52897300203125
739,7,0,4,30,Ritvik Sen,44,0,0,powerplay,10.5,0.0,0.009,1.548,0.044,0.618,0.562,0,paddle_sweep,deep_extra_cover,0.43603000000000003,0.5577075213455654,0.4904045
740,7,0,5,30,Ritvik Sen,44,6,0,powerplay,15.6,0.0,0.011,1.547,0.044,0.769,0.501,0,scoop,silly_mid_wicket,0.71349625,0.5810758306437307,0.5238682625000001
741,7,0,6,30,Ritvik Sen,44,1,0,powerplay,14.0,0.0,0.014,1.546,0.044,0.621,0.469,0,sweep,silly_point,0.50522875,0.569698768547171,0.521072335625
742,7,1,1,30,Ritvik Sen,38,4,0,powerplay,15.43,0.0,0.017,1.564,0.042,0.772,0.528,0,sweep,deep_square_leg,0.688345,0.5874957032650954,0.54616323528125
743,7,1,2,30,Ritvik Sen,38,4,0,powerplay,16.5,0.0,0.02,1.562,0.042,0.773,0.562,0,clip,long_on,0.7036175,0.6049139727753311,0.5697813749890626
744,7,1,3,30,Ritvik Sen,38,0,0,powerplay,14.67,0.0,0.023,1.561,0.042,0.625,0.497,0,square_cut,deep_cover,0.40620875,0.5751081893590315,0.5452454812407032
745,7,1,4,30,Ritvik Sen,38,1,0,powerplay,13.8,0.0,0.026,1.56,0.043,0.626,0.479,0,late_cut,mid_on_inside,0.5093912500000001,0.5652506484551768,0.5398673465545977
746,7,1,5,27,Pranav Joshi,38,0,0,powerplay,12.55,0.0,0.028,1.49,0.035,0.548,0.505,0,upper_cut,silly_mid_on,0.41520875,0.5098535155028076,0.5119083642265625
747,7,1,6,27,Pranav Joshi,38,2,0,powerplay,12.5,0.0,0.031,1.489,0.036,0.55,0.5,0,scoop,long_off,0.5798749999999999,0.5203567381773864,0.5221033595925781
748,7,2,1,30,Ritvik Sen,40,1,0,powerplay,12.0,0.0,0.034,1.68,0.031,0.63,0.538,0,straight_drive,deep_extra_cover,0.535735,0.5608233011869003,0.539247494571408
